,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
36,baseline_textblob,peak,1553,"Now, being forty, Lady Bruton had only to nod, or turn her head a little abruptly, and Milly Brush took the signal, however deeply she might be sunk in these reflections of a detached spirit, of an uncorrupted soul whom life could not bamboozle, because life had not offered her a trinket of the slightest value; not a curl, smile, lip, cheek, nose; nothing whatever; Lady Bruton had only to nod, and Perkins was instructed to quicken the coffee.",0.14078244227681888,29,79,"Now, being forty, Lady Bruton had only to nod, or turn her head a little abruptly, and Milly Brush t"
185,transformer_roberta15lg,peak,1610,"Ah dear, she remembered--it was Wednesday in Brook Street.",1.4839809934734718,43,9,"Ah dear, she remembered--it was Wednesday in Brook Street."
7,baseline_vader,peak,1612,"Power was hers, position, income.",0.15959004981009034,30,5,"Power was hers, position, income."
95,baseline_stanza,peak,1613,She had lived in the forefront of her time.,0.08168341286833064,29,9,She had lived in the forefront of her time.
67,baseline_flair,peak,1614,She had had good friends; known the ablest men of her day.,0.1535967421237725,29,12,She had had good friends; known the ablest men of her day.
23,baseline_vader,valley,1623,"The speed of the morning traffic slackened, and single carts rattled carelessly down half-empty streets.",0.11179107782614696,29,15,"The speed of the morning traffic slackened, and single carts rattled carelessly down half-empty stre"
126,sentimentr_jockers,peak,1643,All of which seemed to Richard Dalloway awfully odd.,1.2599553360108189,41,9,All of which seemed to Richard Dalloway awfully odd.
156,syuzhetr_syuzhet,peak,1670,But it did make his blood boil to see little creatures of five or six crossing Piccadilly alone.,0.5955435686951719,34,18,But it did make his blood boil to see little creatures of five or six crossing Piccadilly alone.
111,baseline_stanza,valley,1693,Why should Mrs. Marsham interfere?,-0.030510373867500072,28,5,Why should Mrs. Marsham interfere?
52,baseline_textblob,valley,1710,How lovely they looked! she said.,0.07574246246523614,29,6,How lovely they looked! she said.
81,baseline_flair,valley,1715,Must she ask Ellie Henderson?,0.04529255536638084,28,5,Must she ask Ellie Henderson?
171,syuzhetr_syuzhet,valley,1715,Must she ask Ellie Henderson?,-0.8917813452022636,19,5,Must she ask Ellie Henderson?
201,transformer_roberta15lg,valley,1715,Must she ask Ellie Henderson?,-1.2071776357336952,16,5,Must she ask Ellie Henderson?
141,sentimentr_jockers,valley,1740,"""Kilman arrives just as we've done lunch,"" she said.",-1.1979846302848243,16,9,"""Kilman arrives just as we've done lunch,"" she said."
37,baseline_textblob,peak,1748,"And if Mrs. Marsham gave a party, did she invite her guests?",0.1282941627242809,29,12,"And if Mrs. Marsham gave a party, did she invite her guests?"
186,transformer_roberta15lg,peak,1769,"And people would say, ""Clarissa Dalloway is spoilt.""",-0.17513710010065447,26,8,"And people would say, ""Clarissa Dalloway is spoilt."""
96,baseline_stanza,peak,1772,"But Richard was already at the House of Commons; at his Committee, having settled all her difficulties.",-0.10878269382577586,27,17,"But Richard was already at the House of Commons; at his Committee, having settled all her difficulti"
8,baseline_vader,peak,1778,"As a person who has dropped some grain of pearl or diamond into the grass and parts the tall blades very carefully, this way and that, and searches here and there vainly, and at last spies it there at the roots, so she went through one thing and another; no, it was not Sally Seton saying that Richard would never be in the Cabinet because he had a second-class brain (it came back to her); no, she did not mind that; nor was it to do with Elizabeth either and Doris Kilman; those were facts.",0.008469749274638004,28,95,As a person who has dropped some grain of pearl or diamond into the grass and parts the tall blades 
127,sentimentr_jockers,peak,1807,"Here was So-and-so in South Kensington; some one up in Bayswater; and somebody else, say, in Mayfair.",-1.0019881957338856,18,17,"Here was So-and-so in South Kensington; some one up in Bayswater; and somebody else, say, in Mayfair"
68,baseline_flair,peak,1837,"And then, just as she might have had a chance at Miss Dolby's school, the war came; and she had never been able to tell lies.",0.09863575943303053,29,26,"And then, just as she might have had a chance at Miss Dolby's school, the war came; and she had neve"
24,baseline_vader,valley,1844,Mr. Dalloway had come across her working for the Friends.,-0.0767365033997665,27,10,Mr. Dalloway had come across her working for the Friends.
112,baseline_stanza,valley,1853,"Bitter and burning, Miss Kilman had turned into a church two years three months ago.",-0.2225538396441381,26,15,"Bitter and burning, Miss Kilman had turned into a church two years three months ago."
53,baseline_textblob,valley,1873,"But this was God's will, not Miss Kilman's.",-0.08225996927681468,27,8,"But this was God's will, not Miss Kilman's."
172,syuzhetr_syuzhet,valley,1883,Miss Kilman said she was.,-1.7632450633586776,10,5,Miss Kilman said she was.
142,sentimentr_jockers,valley,1899,"There was something solemn in it--but love and religion would destroy that, whatever it was, the privacy of the soul.",-2.8418639472907423,0,20,"There was something solemn in it--but love and religion would destroy that, whatever it was, the pri"
202,transformer_roberta15lg,valley,1901,Yet it was a sight that made her want to cry.,-2.8407626206504935,0,11,Yet it was a sight that made her want to cry.
82,baseline_flair,valley,1902,Love destroyed too.,0.00977598082789623,28,3,Love destroyed too.
38,baseline_textblob,peak,1940,She was not good.,-0.027040033206761304,28,4,She was not good.
9,baseline_vader,peak,1940,She was not good.,-0.08794693848569567,27,4,She was not good.
187,transformer_roberta15lg,peak,1953,She might buy anything.,-1.3622625403319346,14,4,She might buy anything.
97,baseline_stanza,peak,1979,"When people are happy, they have a reserve, she had told Elizabeth, upon which to draw, whereas she was like a wheel without a tyre (she was fond of such metaphors), jolted by every pebble, so she would say staying on after the lesson standing by the fire-place with her bag of books, her ""satchel,"" she called it, on a Tuesday morning, after the lesson was over.",-0.07214565885330054,27,67,"When people are happy, they have a reserve, she had told Elizabeth, upon which to draw, whereas she "
157,syuzhetr_syuzhet,peak,1980,And she talked too about the war.,-0.30208418718880037,25,7,And she talked too about the war.
25,baseline_vader,valley,2011,Miss Kilman said.,-0.1550824515894459,26,3,Miss Kilman said.
128,sentimentr_jockers,peak,2032,Was Miss Kilman going to say anything more?,-1.5580699737304395,12,8,Was Miss Kilman going to say anything more?
173,syuzhetr_syuzhet,valley,2048,"In the midst of the traffic, there was the habitation of God.",-0.915932764643088,19,12,"In the midst of the traffic, there was the habitation of God."
54,baseline_textblob,valley,2052,"New worshippers came in from the street to replace the strollers, and still, as people gazed round and shuffled past the tomb of the Unknown Warrior, still she barred her eyes with her fingers and tried in this double darkness, for the light in the Abbey was bodiless, to aspire above the vanities, the desires, the commodities, to rid herself both of hatred and of love.",-0.08656253229025691,27,66,"New worshippers came in from the street to replace the strollers, and still, as people gazed round a"
143,sentimentr_jockers,valley,2058,"He had to pass her, and being himself neat as a new pin, could not help being a little distressed by the poor lady's disorder; her hair down; her parcel on the floor.",-1.6418152813424016,12,33,"He had to pass her, and being himself neat as a new pin, could not help being a little distressed by"
203,transformer_roberta15lg,valley,2063,She thought perhaps she need not go home just yet.,-1.7613757932234582,10,10,She thought perhaps she need not go home just yet.
69,baseline_flair,peak,2100,It was so serious; it was so busy.,0.0842048427497179,29,8,It was so serious; it was so busy.
39,baseline_textblob,peak,2106,It seemed so silly.,-0.00592810781878518,28,4,It seemed so silly.
188,transformer_roberta15lg,peak,2115,"There was no recognition in it of one fortune, or fate, and for that very reason even to those dazed with watching for the last shivers of consciousness on the faces of the dying, consoling.",-0.27328729266206525,25,35,"There was no recognition in it of one fortune, or fate, and for that very reason even to those dazed"
113,baseline_stanza,valley,2123,"Signs were interchanged, when, as if to fulfil some scheme arranged already, now a summit dwindled, now a whole block of pyramidal size which had kept its station inalterably advanced into the midst or gravely led the procession to fresh anchorage.",-0.15148526746303553,26,41,"Signs were interchanged, when, as if to fulfil some scheme arranged already, now a summit dwindled, "
83,baseline_flair,valley,2145,And once they found the girl who did the room reading one of these papers in fits of laughter.,0.02291874947939458,28,19,And once they found the girl who did the room reading one of these papers in fits of laughter.
98,baseline_stanza,peak,2169,Mrs. Peters was a big woman; but she did not like her.,-0.12218808382709358,27,12,Mrs. Peters was a big woman; but she did not like her.
10,baseline_vader,peak,2194,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then the nose, then the forehead, in case it were deformed, or had some terrible mark on it.",-0.04710581086066772,27,39,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then th"
158,syuzhetr_syuzhet,peak,2194,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then the nose, then the forehead, in case it were deformed, or had some terrible mark on it.",-0.03440595505299617,28,39,"He shaded his eyes so that he might see only a little of her face at a time, first the chin, then th"
129,sentimentr_jockers,peak,2214,Never had she felt so happy!,0.5867150034309215,34,6,Never had she felt so happy!
40,baseline_textblob,peak,2270,"As for the visions, the faces, the voices of the dead, where were they?",-0.06565898306977455,27,14,"As for the visions, the faces, the voices of the dead, where were they?"
70,baseline_flair,peak,2281,Mrs. Filmer would not be able to go to Brighton after all.,0.006613943282491442,28,12,Mrs. Filmer would not be able to go to Brighton after all.
189,transformer_roberta15lg,peak,2281,Mrs. Filmer would not be able to go to Brighton after all.,1.3056546222809726,41,12,Mrs. Filmer would not be able to go to Brighton after all.
26,baseline_vader,valley,2295,"She knew he was English, though not one of the large Englishmen her sister admired, for he was always thin; but he had a beautiful fresh colour; and with his big nose, his bright eyes, his way of sitting a little hunched made her think, she had often told him, of a young hawk, that first evening she saw him, when they were playing dominoes, and he had come in--of a young hawk; but with her he was always very gentle. She had never seen him wild or drunk, only suffering sometimes through this terrible war, but even so, when she came in, he would put it all away. Anything, anything in the whole world, any little bother with her work, anything that struck her to say she would tell him, and he understood at once. Her own family even were not the same. Being older than she was and being so clever--how serious he was, wanting her to read Shakespeare before she could even read a child's story in English!--being so much more experienced, he could help her.",-0.15417429624565798,26,179,"She knew he was English, though not one of the large Englishmen her sister admired, for he was alway"
174,syuzhetr_syuzhet,valley,2295,"She knew he was English, though not one of the large Englishmen her sister admired, for he was always thin; but he had a beautiful fresh colour; and with his big nose, his bright eyes, his way of sitting a little hunched made her think, she had often told him, of a young hawk, that first evening she saw him, when they were playing dominoes, and he had come in--of a young hawk; but with her he was always very gentle. She had never seen him wild or drunk, only suffering sometimes through this terrible war, but even so, when she came in, he would put it all away. Anything, anything in the whole world, any little bother with her work, anything that struck her to say she would tell him, and he understood at once. Her own family even were not the same. Being older than she was and being so clever--how serious he was, wanting her to read Shakespeare before she could even read a child's story in English!--being so much more experienced, he could help her.",-1.761232445071942,10,179,"She knew he was English, though not one of the large Englishmen her sister admired, for he was alway"
55,baseline_textblob,valley,2296,And she too could help him.,-0.12107969169703743,27,6,And she too could help him.
114,baseline_stanza,valley,2299,"She held her hands to her head, waiting for him to say did he like the hat or not, and as she sat there, waiting, looking down, he could feel her mind, like a bird, falling from branch to branch, and always alighting, quite rightly; he could follow her mind, as she sat there in one of those loose lax poses that came to her naturally and, if he should say anything, at once she smiled, like a bird alighting with all its claws firm upon the bough.",-0.21754392417609067,26,88,"She held her hands to her head, waiting for him to say did he like the hat or not, and as she sat th"
144,sentimentr_jockers,valley,2300,"But he remembered Bradshaw said, ""The people we are most fond of are not good for us when we are ill.""",-0.6376360023262709,22,21,"But he remembered Bradshaw said, ""The people we are most fond of are not good for us when we are ill"
84,baseline_flair,valley,2305,"""What right has Bradshaw to say 'must' to me?"" he demanded.",-0.052673656658730916,27,11,"""What right has Bradshaw to say 'must' to me?"" he demanded."
204,transformer_roberta15lg,valley,2356,"There remained only the window, the large Bloomsbury-lodging house window, the tiresome, the troublesome, and rather melodramatic business of opening the window and throwing himself out.",-0.6883871084097892,21,26,"There remained only the window, the large Bloomsbury-lodging house window, the tiresome, the trouble"
190,transformer_roberta15lg,peak,2442,"And then in the morning, flirting up and down like a wagtail in front of the house. . . .",1.9230009627536577,47,20,"And then in the morning, flirting up and down like a wagtail in front of the house. . . ."
41,baseline_textblob,peak,2444,This blue envelope; that was her hand.,0.029574230517570816,28,7,This blue envelope; that was her hand.
130,sentimentr_jockers,peak,2444,This blue envelope; that was her hand.,0.9403397539328324,37,7,This blue envelope; that was her hand.
99,baseline_stanza,peak,2451,It annoyed him.,0.07735171428693749,29,3,It annoyed him.
159,syuzhetr_syuzhet,peak,2452,He wished she hadn't written it.,1.1530388341208717,39,6,He wished she hadn't written it.
56,baseline_textblob,valley,2456,These hotels are not consoling places.,0.029101848160890457,28,6,These hotels are not consoling places.
115,baseline_stanza,valley,2477,It was odd; it was true; lots of people felt it.,0.051007861762165436,28,11,It was odd; it was true; lots of people felt it.
11,baseline_vader,peak,2480,But at her own risk.,0.033604001401247294,28,5,But at her own risk.
175,syuzhetr_syuzhet,valley,2489,"Out came with his pocket-knife a snapshot of Daisy on the verandah; Daisy all in white, with a fox-terrier on her knee; very charming, very dark; the best he had ever seen of her.",0.7243511390462383,35,34,"Out came with his pocket-knife a snapshot of Daisy on the verandah; Daisy all in white, with a fox-t"
85,baseline_flair,valley,2490,"It did come, after all so naturally; so much more naturally than Clarissa.",-0.07818740966399541,27,13,"It did come, after all so naturally; so much more naturally than Clarissa."
27,baseline_vader,valley,2495,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her).",0.013719906896780583,28,14,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her)."
145,sentimentr_jockers,valley,2495,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her).",0.18414147657688454,30,14,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her)."
71,baseline_flair,peak,2576,Everybody was going out.,0.04821090788754637,28,4,Everybody was going out.
205,transformer_roberta15lg,valley,2590,"It made no difference at this hour of the night to Mrs. Walker among the plates, saucepans, cullenders, frying-pans, chicken in aspic, ice-cream freezers, pared crusts of bread, lemons, soup tureens, and pudding basins which, however hard they washed up in the scullery seemed to be all on top of her, on the kitchen table, on chairs, while the fire blared and roared, the electric lights glared, and still supper had to be laid.",0.7766013534944466,36,74,"It made no difference at this hour of the night to Mrs. Walker among the plates, saucepans, cullende"
42,baseline_textblob,peak,2612,"""Lady and Miss Lovejoy,"" she said to Mr. Wilkins (hired for parties).",0.14302290533463627,29,12,"""Lady and Miss Lovejoy,"" she said to Mr. Wilkins (hired for parties)."
57,baseline_textblob,valley,2615,"""How delightful to see you!"" said Clarissa.",0.1303103802561118,29,7,"""How delightful to see you!"" said Clarissa."
160,syuzhetr_syuzhet,peak,2621,"Oh dear, it was going to be a failure; a complete failure, Clarissa felt it in her bones as dear old Lord Lexham stood there apologising for his wife who had caught cold at the Buckingham Palace garden party.",3.034836932218438,58,39,"Oh dear, it was going to be a failure; a complete failure, Clarissa felt it in her bones as dear old"
100,baseline_stanza,peak,2622,"She could see Peter out of the tail of her eye, criticising her, there, in that corner.",0.12009695255464688,29,17,"She could see Peter out of the tail of her eye, criticising her, there, in that corner."
131,sentimentr_jockers,peak,2640,"Anything, any explosion, any horror was better than people wandering aimlessly, standing in a bunch at a corner like Ellie Henderson, not even caring to hold themselves upright.",1.5853520179239546,44,28,"Anything, any explosion, any horror was better than people wandering aimlessly, standing in a bunch "
86,baseline_flair,valley,2651,"There was no reason really, except that they had always known each other.",0.06586046883577545,29,13,"There was no reason really, except that they had always known each other."
12,baseline_vader,peak,2659,But girls when they first came out didn't seem to wear white as they used.,0.18704752439468914,30,15,But girls when they first came out didn't seem to wear white as they used.
146,sentimentr_jockers,valley,2664,"""Well, Ellie, and how's the world treating you?"" he said in his genial way, and Ellie Henderson, getting nervous and flushing and feeling that it was extraordinarily nice of him to come and talk to her, said that many people really felt the heat more than the cold.",1.075951896459101,39,48,"""Well, Ellie, and how's the world treating you?"" he said in his genial way, and Ellie Henderson, get"
191,transformer_roberta15lg,peak,2677,It had started.,2.439959862252387,52,3,It had started.
116,baseline_stanza,valley,2687,"It was, she thought, partly their clothes, partly being taken out of their ordinary ways, partly the background, it was possible to say things you couldn't say anyhow else, things that needed an effort; possible to go much deeper.",-0.026882538176350224,28,39,"It was, she thought, partly their clothes, partly being taken out of their ordinary ways, partly the"
72,baseline_flair,peak,2746,She was all right.,0.15232895870446575,29,4,She was all right.
43,baseline_textblob,peak,2774,And really Clarissa's eyes filled with tears.,0.017765650128895413,28,7,And really Clarissa's eyes filled with tears.
58,baseline_textblob,valley,2777,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unable even for a party like this to compass both tie and waistcoat or make his hair lie flat), and even at this distance they were quarrelling, she could see.",-0.006448683354008326,28,46,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unabl"
176,syuzhetr_syuzhet,valley,2777,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unable even for a party like this to compass both tie and waistcoat or make his hair lie flat), and even at this distance they were quarrelling, she could see.",0.7807044510748282,36,46,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unabl"
206,transformer_roberta15lg,valley,2777,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unable even for a party like this to compass both tie and waistcoat or make his hair lie flat), and even at this distance they were quarrelling, she could see.",0.384417825005152,32,46,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unabl"
101,baseline_stanza,peak,2795,"Nodding urbanely, the Professor stepped delicately off.",-0.08637181259091717,27,7,"Nodding urbanely, the Professor stepped delicately off."
28,baseline_vader,valley,2798,"But she must speak to that couple, said Clarissa, Lord Gayton and Nancy Blow.",0.014840876511529594,28,14,"But she must speak to that couple, said Clarissa, Lord Gayton and Nancy Blow."
161,syuzhetr_syuzhet,peak,2807,"He had his honours, ancestral monuments, banners hanging in the church at home.",0.8913984568452737,37,13,"He had his honours, ancestral monuments, banners hanging in the church at home."
13,baseline_vader,peak,2820,"They would be good beyond measure to the people on the estate, but alone, perhaps, rather dull.",0.04317916571760554,28,17,"They would be good beyond measure to the people on the estate, but alone, perhaps, rather dull."
147,sentimentr_jockers,valley,2831,She ascended staircases slowly with a stick.,0.41046880980058004,32,7,She ascended staircases slowly with a stick.
132,sentimentr_jockers,peak,2845,It was a pity that they lived in London--Richard and Clarissa.,0.6985074228665039,35,11,It was a pity that they lived in London--Richard and Clarissa.
192,transformer_roberta15lg,peak,2846,If only for Clarissa's health it would have been better to live in the country.,1.8469897506228496,46,15,If only for Clarissa's health it would have been better to live in the country.
117,baseline_stanza,valley,2847,But Clarissa had always been fond of society.,-0.13144492600506721,27,8,But Clarissa had always been fond of society.
87,baseline_flair,valley,2935,"There he lay with a thud, thud, thud in his brain, and then a suffocation of blackness.",0.024503047299873768,28,17,"There he lay with a thud, thud, thud in his brain, and then a suffocation of blackness."
44,baseline_textblob,peak,2937,But why had he done it?,0.04131984479717451,28,6,But why had he done it?
177,syuzhetr_syuzhet,valley,2942,"They (all day she had been thinking of Bourton, of Peter, of Sally), they would grow old.",-0.06258261106729167,27,17,"They (all day she had been thinking of Bourton, of Peter, of Sally), they would grow old."
29,baseline_vader,valley,2960,Lady Bexborough and the rest of it.,-0.01392156335958649,28,7,Lady Bexborough and the rest of it.
59,baseline_textblob,valley,2961,And once she had walked on the terrace at Bourton.,-0.017877334235535183,28,10,And once she had walked on the terrace at Bourton.
207,transformer_roberta15lg,valley,2995,"Sally supposed, and so did Peter for the matter of that, that there were people of importance, politicians, whom neither of them knew unless by sight in the picture papers, whom Clarissa had to be nice to, had to talk to.",-0.8524490726259855,19,41,"Sally supposed, and so did Peter for the matter of that, that there were people of importance, polit"
148,sentimentr_jockers,valley,2999,"For herself, she scarcely ever read the papers.",1.0840118361593027,39,8,"For herself, she scarcely ever read the papers."
73,baseline_flair,peak,3008,"That was his old trick, opening a pocket-knife, thought Sally, always opening and shutting a knife when he got excited.",0.07867015526575724,29,20,"That was his old trick, opening a pocket-knife, thought Sally, always opening and shutting a knife w"
14,baseline_vader,peak,3012,"Clarissa had flared up! and indeed they had never seen each other since, she and Clarissa, not more than half a dozen times perhaps in the last ten years.",0.04912466441257519,28,29,"Clarissa had flared up! and indeed they had never seen each other since, she and Clarissa, not more "
102,baseline_stanza,peak,3016,"""Have you written?"" she asked him, spreading her hand, her firm and shapely hand, on her knee in a way he recalled.",-0.16485719063371876,26,22,"""Have you written?"" she asked him, spreading her hand, her firm and shapely hand, on her knee in a w"
133,sentimentr_jockers,peak,3018,"She was still attractive, still a personage, Sally Seton.",1.5843269176145096,44,9,"She was still attractive, still a personage, Sally Seton."
162,syuzhetr_syuzhet,peak,3018,"She was still attractive, still a personage, Sally Seton.",0.8833479836983305,37,9,"She was still attractive, still a personage, Sally Seton."
193,transformer_roberta15lg,peak,3020,He wore two camellias on his wedding day--that was all Peter knew of him.,0.3239304184699822,31,14,He wore two camellias on his wedding day--that was all Peter knew of him.
118,baseline_stanza,valley,3025,She had pawned her grandmother's ring which Marie Antoinette had given her great-grandfather to come to Bourton.,-0.2140506060229826,26,17,She had pawned her grandmother's ring which Marie Antoinette had given her great-grandfather to come
